id,title_romaji,description,description_source
188815,Choegangjeonsa Mini Teukgongdae: Saeroun Akdangui Seupgyeok,,not_found
200377,Xuccess Heaven,,not_found
204622,Jiu Cang Miao Wo,"On the warm and peaceful continent of Aden, there lives a group of carefree and adorable cats whose lives are full of joy. During the day, they gather wood hyacinth or mine in the pits, and at night they hold parties together in the square and enjoy delicious food. Where there is light, there is also darkness. Unrest was felt throughout the continent of Aden as the appearance of three major dark forces—the Wild Dog Clan, the Demon Monkey Clan, and the Black Dragon Clan—shattered the peaceful lives of the cats. Through the combined efforts of King Jiu Zang of the Cat Kingdom, Chief Qing Xin of Sakura Village, and Emperor Di Lei of the Cat Demon Clan, the three divine artifacts were used to finally defeat and seal the three dark forces, restoring peace.

(Source: Bangumi, translated)",jikan_mal
21725,Panpaka Pants W-O NEW!,Sequel to Panpaka Pants O-New!. It follows a young underwear-wearing pig and his adventures.,jikan_mal
21768,Osiris no Tenbin 2,2nd Season to Osiris no Tenbin.,jikan_mal
97906,Chou Do M na Hentai Mesu-tachi Otokoton Choukyou Itashimasu!,Special episode for Google Play de Chou Musou!? Tensei shitara Android User Datta. Contains additional scenes and longer version of the song Insomnia by Eve.,jikan_mal
97916,Mutsugo to Ouma no Monogatari,An anime collaboration between Osomatsu-san and the Japan Racing Association.,jikan_mal
101907,Zhanguo FAN,,not_found
102101,Master of Torque 3,"At the end of the Four Seasons: Fuuka and Nanami episode, a trailer was shown announcing a 3rd season of Master of Torque being released in 2016.",jikan_mal
102102,Master of Torque Epilogue,"An epilogue of Master of Torque shows what the series' characters are up to one year after the events of Season 3 at the foot of Mt. Fuji.

(Source: Official Email)",jikan_mal
103334,CMFU Xueyuan: Wangzi Peng Peng Qiu,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.

(Source: ANN)",jikan_mal
104364,Nüsheng Sushe Richang,"""Girls' Dorm Daily"" takes place in a unique college dorm and revolves around four girls from different family backgrounds and with different understandings and pursuits of college life. It is a story full of joy and youth.

(Source: Academy of Arts &amp; Design, Tsinghua University)",jikan_mal
109005,Code Geass: Boukoku no Akito Saishuushou - Itoshiki Mono-tachi e Picture Drama,"It is the year 2017, and Europe is being invaded by the forces of the Holy Britannian Empire. In an attempt to combat the opposition's overwhelming pressure and put an end to the massive casualties, the army forms a special unit called Wyvern, or W-0, composed of former Japanese citizens referred to as ""Elevens."" Recruited from ghettos, these young men and women pilot Knightmare frames—humanoid war machines—into dangerous operations where death awaits, hoping to make a name for themselves.

When a European regiment attempting to recapture a crucial city is pinned down by the enemy, it's up to W-0 to bail them out. Among those selected for the rescue operation is Lieutenant Akito Hyuuga, known as ""Hannibal's Ghost"" due to his prowess on the battlefield. However, the supposed rescue mission becomes suicidal when, in an attempt to take out as many Britannians as possible, the commanding officer initiates the Knightmare's self-destruct sequence. In its aftermath, Akito finds that he is the last one standing…

[Written by MAL Rewrite]",jikan_mal
109871,Turning Mecard W,,not_found
112470,Kidou Senshi Gundam-san: Hiyoko days - Suisei Hiyoko to Fushigi na Ofuda,"Additional episode of Gundam-san, included in BD &amp; DVD.",jikan_mal
113330,PePePePengiin,,not_found
116150,Jewelpet: Attack Chance!?,,not_found
117286,Himitsukessha Taka no Tsume GT,"Eagle Talon is a secret society based in Kojimachi, Tokyo. With plans for world domination, their attempts are continually foiled by Deluxe Fighter, the superhero who always manages to save the day.",jikan_mal
117287,Taka no Tsume 8: Yoshida-kun no Batten File,The eighth film in the Taka no Tsume film series.,jikan_mal
119401,Na Nian Na Tu Naxie Shir 3,,not_found
121475,San Jian Hao: Banmian Ren,"This animation epic tells the story of the guardians of the ""Heavenly Martial Treasure"" of Genghis Khan, who protected it during the ""Tumu Crisis"" in the Ming Dynasty. After the massacre of the guardians in one night, the young lord Wuyunzong, the sole survivor of the guardians, seeks revenge and searches for the treasure. Along the way, he encounters a series of thrilling adventures involving pursuit and growth, love and friendship, conspiracy and betrayal.

(Source: TMDB)",jikan_mal
123139,Xin Hulu Xiongdi,,not_found
126179,Ippou Nippon Mukashibanash,,not_found
129219,Tai Yi Xian Mo Lu: Ling Fei Ji,"Qingcheng Mountain was destroyed and Xuanmen (Profound Gate) suffered a great calamity. Qing Yu's Altar Master Xing Xiang Zi ordered Zhu Dian's reincarnation, Leng Shuangning, to go to Kunlun and fight the Demon Army. The magic power was in the air, and the hidden feeling was bewildering. As the two of them boarded Kunlun, Black Hand was planning something behind the scenes...

(Source: Bigbloom)",jikan_mal
129492,Guobao Te Gong: Shuigou Da Taowang,,not_found
129596,Seer 7,,not_found
129730,Xiangsi,,not_found
130762,Chao Shen Xueyuan: Zhi Hei Jia,"Gods and demons arrived on Earth simultaneously, launching a fierce attack in massive spaceships. From that moment on, the world was transformed by war. A super-soldiers clad in black armor will shoulder the responsibility of resisting the invasion. They inherit the super genes of an advanced civilization and grow up on Earth.

(Source: Bangumi, translated)",jikan_mal
131641,Shimajirou to Ehon no Kuni,,not_found
131753,Zhiqu Yang Xuetang: Dong Zhi Wu Pian,,not_found
131754,Zhiqu Yang Xuetang: Yundong Pian,,not_found
131765,Xi Yangyang Yu Hui Tailang: Man Jing Tou,,not_found
131883,Jin Guang Yu Jiu Jie: Dong Huang Zhan Ying,,not_found
132347,Maeumuisori,Second season of Ma-eum-uisoli.,jikan_mal
135460,Oniku Daisuki! Zeushi-kun (3-ki): Suteki na Hamburger,New Oniku Daisuki! Zeushi-kun episode.,jikan_mal
139727,Congming De Shunliu,,not_found
141311,Zhu Dick: Guguai Dao Da Maoxian Ⅰ,Final season of Zhu Xian.,jikan_mal
150580,Yichan Xiao Heshang,"It tells the story of a young monk named Yichan, his master, and various people and events around them, through which he learns the principles of life, understanding the joys and sorrows, the resentment and separation from loved ones, and the frustrations of not getting what one desires, of the masses living in the world. It shows the world from the perspective of a young monk and explains the various principles of life through the words of an old monk.

(Source: Bilibili, translated)",jikan_mal
169933,Yiqi Lai Kan Liuxing Yu,,not_found
174843,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,"The super pastry hero must help a selfish princess with a kind robot to find her missing magic wand that turns anything in its path into toys! 

(Source: TMDB)",jikan_mal
176877,Uchuu Neko: Mardock no Bouken,Mardock and his friend Chewy traverse the universe and solve problems from planet to planet.,jikan_mal
188816,Choegangjeonsa Mini Teukgongdae: Yeongungui Tansaeng,,not_found
99582,Guru Guru Puchi Anime Gekijou,"Join the new legend of Guruguru, where Nike, the reluctant hero, and Kukuri, the innocent heroine, return to save the world. The magical adventure that unfolds, with its unique monsters and eccentric characters, is sure to draw you into this curious and exciting realm.

To save the world from evil King Giri, Kukuri must locate the monsters in each territory and win them, one by one, over to her side. Meanwhile Nike's task is to be recognized by the Four Kings of Nature and collect their swords. These swords are known as the ""Sword of Wind,"" the ""Sword of Water,"" the ""Sword of Earth"" and the ""Sword of Fire.""

Can Nike and Kukuri truly become hero and heroine? Follow their journey and find out!

(Source: AniDB)",jikan_mal
99884,Arad: Suming Zhi Men,,not_found
102002,Xiong Bing Lian,"Sun Goddess of the Solari, Leona came to Earth in 2014. The genetics of God hidden on Earth has started to awaken. The first few awakenings include the Power of the Galaxy and God of War. An invasion by the alien Tao Tie, just to entertain Death God Karthus, are on the way to Earth.

The Angels, the Devils and God seminary groups that have been monitoring the genetics of God on Earth make their moves. The God Seminary assembled the scattered warriors across Earth who carry the genetics of God to form the Black Troops. Radiant Dawn, Leona, lead the team and train them combat techniques to fight against the invasion.

Morgana, the Fallen Angel came to Earth to sow the seed of darkness and plot to destroy the Holy Kayle. Angel Yan was send to Earth, informing the invasion of Styx galaxy by Tao Tie.

Earth has just become the battlefield for the war of different civilizations. As the disasters continue, the Black Troops will realize they are fighting more than what they are asked for.

(Source: HaxTalks)",jikan_mal
102055,Mu Wang Zhi Wang: Han Tie Dou,"Following the discovery of Gu Zi's Tomb by Lou Manfeng, Han Qianluo, Lin Shuiyao, Luo Shiqiu, and others in the first season, which resulted in the Tomb Breaking Token being released, the event caused a great uproar in the Tomb Sect's martial arts world. The imperial court also began to stir, and a mysterious rival faction made its appearance, further turbulent and unsettling the entire Tomb Sect's martial arts world.

(Source: Bangumi, translated)",jikan_mal
102057,Mu Wang Zhi Wang: Xuan Guan Si,"In this season, the Tomb Raiders embark on a new journey – the Hanging Coffin Temple. The Hanging Coffin Cliff is not only the third tomb in the Nine-Locked Tomb, but also the location where the attackers and defenders vie for the Tomb Breaking Token. A fierce martial arts battle with sudden changes in the situation also erupts along with internal conflicts within the Tomb Raiders faction.

(Source: Bangumi, translated)",jikan_mal
103333,CMFU Xueyuan: Shenshi Ji Jijian,"The recruitment of new students in various clubs of CMFU Academy is in full swing. Freshman Minnie has joined the CMFU Fencing Club because of her fascination with ""Three Musketeers"". The swordsman contest is coming soon, and the president Chu Zhuoran intends to conduct an internal trial in the fencing club to select contestants for the swordsman contest. Minnie was excluded because of her zero foundation, but she didn't get discouraged and approached the president Chu Zhuoran to ask for fair participation in the selection. In desperation, Chu Zhuoran decided to give Minnie a week to personally train her. The Fencing Club of the Yunzong Academy in the same city also came here, not only to find out the strength of the newly recruited female swordsmen of CMFU, but Lian Kai, the president of the Fencing Club of the Yunzong Academy, had a holiday with A Qiao, a member of the CMFU Fencing Club. This series shows how the CMFU Academy Fencing Club prepares for the swordsman competition and Minnie's growth as a zero-base fencer, conveys the charm of campus sports, encourages more audiences to learn about fencing and love the sport of fencing.

(Source: Tencent video)",jikan_mal
103691,Tian Yu,"A millennium ago, the Five Monarchs guarded the land of the Xia Dynasty with magical artifacts. Later, the leader of the Dragon Clan, Zu Long, assisted humanity by establishing the Yun Chui Empire. The Empire faces the Tranquil Ocean where the Xi and Black Water Clans have defended it throughout a peaceful millennium. Now, the waves are surging from below and chaos will rise once again.

 (Source: Mooncakes Team)",jikan_mal
109151,Xiagu Zhong An Zu,,not_found
110404,Di Ling Qu,"During the night of July 12 in 1917, plenty of strange visions appeared, such as sun and moon shined together, waves and tides turned continually and so on. Dense clouds started darkening the sky, while buildings collapsed one after another in a sudden. In a while, the whole world fell into a crisis. Three grave-robbing aristocratic family, Zhang, Han, Cao, joint hands to solve this huge puzzle and save the world. Among them, the young master, Zhang Tianqi, who was kind and honest, with his team, had suffered from a lot of troubles in order to save the world in danger, and then finally figure out the Loulan Kingdom's secret. Loulan, with thousand years' secrets, had a grand and treacherous tomb, which almost dragged the team into death. So, what's the relationship between the mysterious visions and the Louland tomb? A story across millenniums is now beginning...",jikan_mal
110638,Oshiri Tantei: Puputto Fumutto Kaiketsu Dance,,not_found
111227,Shimajirou to Niji no Oasis,,not_found
114420,Catchy-kun no Nice Catch!,,not_found
115191,Yura Yura Suizokukan,,not_found
115763,"Panpaka Pantsu Matsuri Movie: Purin Ara, Domo",,not_found
119458,Na Nian Na Tu Naxie Shir 4,,not_found
121224,Nüsheng Sushe Richang Extras,"""Girls' Dorm Daily"" takes place in a unique college dorm and revolves around four girls from different family backgrounds and with different understandings and pursuits of college life. It is a story full of joy and youth.

(Source: Academy of Arts &amp; Design, Tsinghua University)",jikan_mal
121527,Bingxiang Li De Qie,"Zero was mankind’s first real superhero. Under his watch, countless other superheros appeared and followed in his footsteps. However, after 5 years of war, Zero disappeared without a trace.

(Source: zeroscans)",jikan_mal
128977,Turning Mecard W Season 2,,not_found
129220,Tai Yi Xian Mo Lu: Ling Fei Ji 2,Second season of Tai Yi Xian Mo Lu: Ling Fei Ji.,jikan_mal
129491,Guobao Te Gong 4,,not_found
129597,Seer 8,,not_found
129658,Meishi Da Maoxian 3,,not_found
129731,Youzi Yin,"Based on the work of Harukawa Namio. Features various stills with minimal animation of fairly large bottomed women sitting on men's faces, subsequently urinating in their mouths.

(Source: AniDB)",jikan_mal
129732,Yin Hu Shang Chu Qing Hou Yu,,not_found
131766,Jiaren Jiu Jia Hui Tailang,,not_found
131776,Zhiqu Yang Xuetang: Diqiu Jianianhua,,not_found
131777,Zhiqu Yang Xuetang: Yangyang You Shijie,,not_found
131884,Jin Guang Yu Jiu Jie: Xu Yao Ji,,not_found
131886,Jin Guang Yu Jiu Jie: Gui Tu Qi Xing Lu,,not_found
132517,Annyeong Jaduya: Seoyugi - Eojjeoda Yeongwoong,"Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring.",jikan_mal
135587,Thunderbolt Fantasy: Touriken Yuuki × Touken Ranbu -ONLINE-,"A special movie said to be inspired by the Sword Art Online Fatal Bullet video game. The story takes place during the Gun Gale Online arc.

Bandai Namco uploaded the short to their official YouTube channel saying it was a pilot version. They are also having an open audition for the female's voice via Twitter. Users can vote for the girls by retweeting their videos (which can either be through Twitter or a link to YouTube). February 8-19 will be the first selection where the top 3 accounts retweeted are chosen. And February 21-22 will be the final selection of girls where the previous 3 accounts along with 1 account chosen by the producer are judged.",jikan_mal
139729,Congming De Shunliu: Reshu Renwu,,not_found
141312,Zhu Dick: Guguai Dao Da Maoxian Ⅱ,Final season of Zhu Xian.,jikan_mal
155247,Tiantian Chengzhang Ji,,not_found
155249,Tiantian Chengzhang Ji 2,,not_found
171444,Mirai Koushi Harima SACLA NEX RAY,,not_found
177442,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,"A mysterious device crashes on planet Earth, causing a wildfire near where Gohan Son, Kuririn, Bulma, and Oolong are camping. Unable to fully save the forest, they decide to use the Dragon Balls to restore it to its previous condition. A few days later, a group of unknown warriors plant a seed where the mysterious device had crashed, sprouting a colossal tree that destroys the forest and neighboring cities in the process.

North Kaio contacts Gokuu Son and tells him that this tree is the ""Shinseiju""—a tree that absorbs all the nutrients in the planet and leaves it a barren wasteland, all the while growing a mighty fruit capable of providing incredible power to anyone who eats it. After learning of this, Gokuu and his friends try destroying the tree before it is too late, but that may prove to be more difficult than they had previously imagined.

[Written by MAL Rewrite]",jikan_mal
180851,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,,not_found
188037,"Oshiri Tantei: ""Mina to Machi no Tuk-tuk Chase""",Tenth season of Oshiri Tantei.,jikan_mal
188810,Power Battle Watch Car: Watch Gamyeon-ui Yeokseup,"The second movie of Power Battle Watch Car. 

A letter gets delivered to Jino, the champion of Hero's Cup. It was an inviation to the Ultimate Watch Car Battle League that is notorious for its brutality. On the day of the UWB, Bluewill, Jino's Watch Car, is kidnapped by strangers on the way back home from the UWB but in the end he is recovered. 

Jino hides his identity and along with Bluewill who disguises himself as Bluethunder, participates in UWB to stop their scheme. 

Will Watch Car be able to become the new hero of UWB?

(Source: Han Cinema)",jikan_mal
100654,Tomica Hyper Rescue Drive Head Kidou Kyuukyuu Keisatsu (ONA),"Several months after the incident at the Tower of Babel, the world is at peace, but still rebuilding from the destruction caused. The bend in the earth's axis has shifted the poles 300km, leading to some unusual weather patterns. The Mobile Rescue Police have begun a Mk-III plan, to upgrade the Drive Heads. 

(Source: Tomica Wiki)",jikan_mal
101425,Duel Masters!,"The world of Duel Masters is one of five great civilizations. Through a card game, duelists can bring these worlds into existence, making what was previously abstract into reality. These skilled duelists are known as Kaijudo masters.

Shobu Kirifuda is the best player at his local playground, and seeks to become a world-class master like his father. His first step on the road to conquest begins with winning a local tournament. Rather, it should have, except he is destroyed by the best Kaijudo master in the world, Knight. Shobu loses, but upon remembering the words of wisdom his father instilled into him, decides to continue on the road of becoming a duelist who can enjoy the game for what it is. And so begins his journey to victory－and as we all know, the journey is the most important part!",jikan_mal
102003,Huan Jie Wang,"In the world where most of the humans of the Eudemon continent have power of Eudemon (spiritual power), the protagonist is born without spiritual power, his dream is to be the next king of Eudemon. But without having any spiritual power can you fulfill your dream? On a day before the Tian Wu exam, he crosses a spy from the Mo Wu side that was defeated in the great war of 10 years ago. This girl infiltrates the forces of Tian Wu and thus the protagonist was involved in the middle of the fight between the forces Tian Wu and Mo Wu.",jikan_mal
103007,Guan Hai Ce,The movie will feature special guests such as popular familiar characters from the TV anime series and the latest Youkai from the upcoming Youkai Watch 2 sequel games.,jikan_mal
103008,Dou Hun Wei Zhi Xuan Yue Qi Yuan,"In ancient times, spiritual holiness that tried to destroy humanity was caused by the soul on Xuan Huang’s Sword. Today, the human desire to develop without limits, plundering resources, destroying the environment, pierced through Xuan Huang’s sword. The rise of spiritual people will be their own dark power on the eve of Luosha teaching. Zhang Shan accidentally involved in the dispute. With soul power, he wants to save the danger of Moon Shang Devil.

(Source: Dailymotion)",jikan_mal
106496,Meng Ta: Xue Mi Cheng,"In reality, all extreme dreams contain terrifying energy. Only by sending these dreams to another dimension—the Dream Realm—can this energy be prevented from distorting and disrupting the real world. The unconventional Ren Xiaochong is chosen by a Dream Ferryman from the Dream Realm by chance to become a Dream Warrior of the Flute-Seeing Tower, embarking on a strange dream-transforming journey. While his conflict with his companion Wu Jia intensifies, another tower, the Ink-Decision Tower, secretly plots an invasion of the Flute-Seeing Tower, uncovering a long-dormant secret legend of the Dream Realm…

(Source: Douban, translated)",jikan_mal
107909,Si Hai Jing Qi,"When the emperor patrols the ocean, Crown Prince Jianwen witnesses a shocking scene: Admiral Zheng, whom he has been treating as both his teacher and a dear friend, suddenly kills the emperor. He is devastated when he finds out he is being framed by the imperial court for killing his own father in an attempted coup. Admiral Zheng accepts the order of Prince Regent Yan to return to Quanzhou and seize Jianwen. Jianwen sees through their plan and sets foot on an escape journey. At the time, all the forces inside and outside the imperial court were eager to move. How can Admiral Zheng continue to protect Jianwen, whose misunderstanding about him only deepens, and investigate the truth about the late emperor being enchanted?

(Source: iQIYI)",jikan_mal
109194,0 Hao Sushe,,not_found
109276,Haru ni Ochite,"In the spring of 2020, Yugo's Grandmother travels from the countryside to finally spend some quality time with Yugo.
The two see a ""comedy show"" in the park together and later that night, Yugo has a good time telling his family about his day out.
However, the next day Covid-19 restrictions are put in place in town and Yugo is stuck at home.
Then, he learns that his grandmother is not feeling well. At first, Yugo patiently waits at home for things to return to normal, but eventually he gets bored and silently slips out of the house…",jikan_mal
110330,Tales of the Rays Gekijou,,not_found
115824,Bai Gui Youeryuan,,not_found
115902,Ruguo Lishi Shi Yi Qun Miao,"""When History Meows"" is based on the webcomic of the same name. It's based on Chinese history as the main storyline and compiled and drawn based on ancient Chinese books . It tells the history of China in various eras in a humorous and easy-to-understand way .",jikan_mal
116784,Go-chan.: Moko to Koori no Ue no Yakusoku,,not_found
120230,Moshi Juexing: Ruqin,"It tells the story of a technologically advanced era where humanity is defeated by AI robots in a world war, leaving Earth a wasteland. To seize Earth's resources, humanity wages a brutal and epic war for survival against AI…

(Source: Tencent, translated)",jikan_mal
121186,Jiyi U-Pan,,not_found
121232,Wangzhe Wai Zhuan,,not_found
121384,Zhandou Wang: Jufeng Zhan Hun 5,,not_found
129223,Hua Jianghu: Xia Lan,"In the story of The Legend of Xia Lan, Chou Mei is an orphan whose origin is a mystery. After being involved in a tragedy for no reason, she can only follow a man named ""Mo Ming"" to wander around the world...

(Source: Douban)",jikan_mal
129274,Shenbing Xiaojiang 2,,not_found
129565,Seer 6  Da Dianying: Shengzhe Wudi,"An uncut version of episode six, involving Kamina's hopes of seeing Yoko and The Black Siblings naked, even at the risk of his friends' safety. 

(Source: Wikipedia)",jikan_mal
129598,Seer 9,,not_found
129659,Meishi Da Maoxian: Yingxiong Hui,"Super Bao, an innocent and passionate steamed stuffed bun, goes through untold hardships and finally grows into a great hero who saves the world of foods.

(Source: IMDb)",jikan_mal
129661,Koushui Liang Shan,,not_found
129671,Nami Xueyuan,,not_found
129733,Ye Si,,not_found
131223,Shenmi Shijie Lixian Ji 4,,not_found
131778,Zhiqu Yang Xuetang: Qihuan Chengyu Shu,,not_found
131779,Zhiqu Yang Xuetang: Yangyang Lai Yunbao,,not_found
131890,Jin Guang Yu Jiu Jie: Qi Shen Lu,,not_found
131925,Shimajirou: Mahou no Shima no Daibouken,,not_found
136164,Xian Hun Hou Chong Xiao Jiao Qi,"An independent story of Sun Wukong. It tells the adventure of the great demon Wukong, who dominated the demon road in his previous life, and formed a direct bond with the human girl Guozi. 

(Source: DonghuaStream)",jikan_mal
158567,Voidoll irregular,"The year is 21XX. Reploids are commonplace now, after Dr. Cain rediscovered Dr. Light's old lab and based several designs off of Dr.Light's original, called ""Megaman X."" X, meanwhile, has joined the Maverick Hunters, and works with unit leader Zero under the command of General Sigma. It is their job to terminate rogue reploids, those who have become violent. 

(Source: ANN)",jikan_mal
166043,Medama Oyaji no April Fools',"An April Fools' Day prank between Gegege no Kitarou (2018) and Fuji TV. It shows Medama Oyaji playing around with the Fuji TV mascot, since both the anime and these prank shorts aired on that TV channel. Toei Animation posted a compilation of all 3 shorts on their official YouTube channel.",jikan_mal
188817,Mini Teukgongdae X,,not_found
188820,Geukjangpan Mini Teukgongdae X,,not_found
101369,PEACE MAKER Kurogane: Yuumei,"Although traumatized by witnessing the murder of his parents by one of the Choushuu, Ichimura Tetsunosuke's thirst for revenge leads him to desire strength. At the age of 15, Tetsunosuke approached the Shinsengumi, wanting to become one of its members. However, Tetsunosuke lacked the skill, mind, and will to emotionlessly cut down whoever threatened peace and the Shinsengumi. Even with the support of his brother Tatsunosuke and his newfound friends of the Shinsengumi, little did Tetsunosuke know the blood and pain he would have to face being part of this historical group.",jikan_mal
104289,Aigan Kaijuu,"The surreal world view of ""scary cute"" monsters that rampage endlessly. They look and act like toys but being several stories tall, the destruction on Japan is devastating.",jikan_mal
108988,Hua Jianghu: Buliang Ren 3,"Having survived a life-or-death ordeal in the northern deserts, Li Xingyun finally returns to his homeland. Faced with the sudden changes at Huan Yin Fang and the many mysteries surrounding Ji Ruxue, how will he break through the predicament? In this world, grudges are easily settled, but the boat of the heart is hard to cross. Crisis resurfaces in the Central Plains; let's see how Bu Liang Ren once again quell the turmoil!

(Source: Tencent, translated)",jikan_mal
110272,Dou Hun Wei Zhi Xuan Yue Qi Yuan 2,Second season of Dou Hun Wei Zhi Xuan Yue Qiyuan.,jikan_mal
116995,Xiagu Zhong An Zu 3rd Season,,not_found
117001,Wo Jia Da Shixiong Naozi You Keng Specials,"In the first and second seasons, Dongfang Xianyun and his friends had many untold stories about their lives, stories filled with blood and tears, which are truly heartbreaking to hear and tearful to see.

(Source: Bilibili, translated)",jikan_mal
129633,Zhandou Ba Geji! 0,Mini anime for Zhandouban Geji! series.,jikan_mal
129634,Zhandou Ba Geji! 1,Mini anime for Zhandouban Geji! series.,jikan_mal
129653,Ba Xian,,not_found
104160,Yi Ren Zhi Xia: Tianshi Xia Shan,This story is about a Taoist master who went to the Heavenly Mountain.,jikan_mal
104200,Poputepipikku TV Special,"Episode 13 and 14 of Poputepipikku. The special has four versions shown on four different broadcasters: Tokyo MX (Blue Dragon ver.), Nico Nico Douga (Vermilion Bird ver.), Abema TV Anilive (White Tiger ver.) and Abema TV Pop Team Epic Channel (Black Tortoise ver.). Each version has a unique combination of seiyuus.

(Source: AniDB)",jikan_mal
104291,Majimoji Rurumo: Kanketsu-hen,Bundled with the with the ninth limited edition volume of the Majimoji Rurumo: Houkago no Mahou Chuugakusei manga.,jikan_mal
104922,Dou Po Cangqiong 3,"In a land where no magic is present. A land where the strong make the rules and weak have to obey. A land filled with alluring treasures and beauty, yet also filled with unforeseen danger. Three years ago, Xiao Yan, who had shown talents none had seen in decades, suddenly lost everything. His powers, his reputation, and his promise to his mother. What sorcery has caused him to lose all of his powers? And why has his fiancee suddenly shown up?

(Source: wuxiaworld.com)",jikan_mal
104979,Iya na Kao sare nagara Opantsu Misete Moraitai 2,"Every man wants to see panties, but unfortunately, that happens to be difficult to achieve. They are hidden beneath layers of clothing and seldom shown, other than to the trustworthy. They are considered the final frontier and the last barrier between a woman's bare skin and the wider world. The moment a girl shows her panties is when she is the most vulnerable. It would be absurd to simply ask to see them—or would it?

If a variety of girls were brazenly asked to show their panties, they would naturally be filled with contempt. But if one were to beg hard enough, they just might be lucky enough to get a peek.

[Written by MAL Rewrite]",jikan_mal
107857,Captain Bal,,not_found
107858,Chuck Shimezou,"A young boy and an unsuccessful zipper spirit become frustrated with their home life and decide to leave home together. The young boy's little sister tags along for the adventure, but what awaits them ahead?

(Source: Amazon)",jikan_mal
107859,Hello WeGo!,"MechatroWeGo are robots that kids can pilot and operate. Satoru pilots an old WeGo that his grandmother gave to him as a gift. When the kids gather in their secret base to race their WeGos, Satoru can't take the first step. Satoru's classmate Akira invites him to race again. This is a story of a boy and his robot, set in a seaside town in the near future. 

(Source: ANN)",jikan_mal
107860,Tatakae! Space Attendant Aoi,,not_found
109009,Wan Jie Shenzhu,"Ye Chen, an ancient god, who fell from the world of the gods into a heavenly and peaceful world. In this world there are hundreds of countries, surrounded by thousands of states, who are strong and arrogant. Ye Chen has been in this world for hundreds of years and has established great strength, moreover his existence has always been a legend. But the power of the gods' world extends slowly into this world, beginning one of the most cruel and ferocious battles.",jikan_mal
109413,Wan Jie Xian Zong 2,,not_found
109483,Benghuai Xinghe,,not_found
109484,Dou Po Cangqiong Specials 2: Sha Zhi Lan Ge,,not_found
109800,Qin Shi Mingyue: Tian Xing Jiu Ge 2,Second season of Qin Shi Mingyue: Tian Xing Jiu Ge.,jikan_mal
109931,Crayon Shin-chan: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,,not_found
110124,Business Fish,The anime features characters with human bodies and fish heads as office workers at an IT firm.,jikan_mal
110264,Jueming Xiangying,,not_found
110273,Dou Hun Wei Zhi Xuan Yue Qi Yuan 3,Third season of Dou Hun Wei Zhi Xuan Yue Qiyuan.,jikan_mal
110313,Koi no Koi ni Yoru Koi no Tame no Koi,Music video for the song Koi no Koi ni Yoru Koi no Tame no Koi by PinocchioP featuring vocals from Miku Hatsune.,jikan_mal
110451,Mr. Shadow,,not_found
111028,Qing Chi Hong Xiaodou Ba! Wai Zhuan: Mo Xiang Wang,Extra stories of Beanie's Daily.,jikan_mal
112034,Zenonzard: THE ANIMATION - Episode 0,"The year 20XX. Humans called ""Concodes"" and ultra-high-performance AI called ""Codeman"" team up as buddies to compete in the card battle game ZENOZARD. People are going wild with excitement at the world championships, THE ZENON.

One day, Souta Azuma, an average high school student, is challenged to a battle by a mysterious woman, Eilietta Lash. She reveals that she’s a Codeman and that her intent is to team up with Souta and participate in THE ZENON. Souta reluctantly agrees. Souta and Eilietta’s first opponent turns out to be the super-famous player Shion Saionji, who attends Souta’s school, and her buddy, Ash Claude.

(Source: Official YouTube)",jikan_mal
113242,Duel Masters!!,"The world of Duel Masters is one of five great civilizations. Through a card game, duelists can bring these worlds into existence, making what was previously abstract into reality. These skilled duelists are known as Kaijudo masters.

Shobu Kirifuda is the best player at his local playground, and seeks to become a world-class master like his father. His first step on the road to conquest begins with winning a local tournament. Rather, it should have, except he is destroyed by the best Kaijudo master in the world, Knight. Shobu loses, but upon remembering the words of wisdom his father instilled into him, decides to continue on the road of becoming a duelist who can enjoy the game for what it is. And so begins his journey to victory－and as we all know, the journey is the most important part!",jikan_mal
113419,Wan Jie Xian Zong 3,Third season of Wan Jie Xian Zong.,jikan_mal
113654,Bakutsuri Hunters,"Special animated PV for the Bakutsuri Hunters Nintendo Switch game, which serves as a sequel to both the Bakutsuri Bar Hunter game and anime.",jikan_mal
113655,Shiohi Girls Vongole Bianco,,not_found
113993,Kawauso Labo,,not_found
114111,Wangu Xian Qiong 3,Third season of Wangu Xian Qiong.,jikan_mal
114234,Egg Car,,not_found
