id,release_year,release_quarter,split_pre_release_effective,is_model_split,popularity,meanScore,popularity_quarter_pct,popularity_quarter_bucket,title_romaji,title_english,description,coverImage_extraLarge,coverImage_large,coverImage_medium,bannerImage,trailer_id,trailer_site,trailer_thumbnail,has_text_description,has_cover_image,has_banner_image,has_trailer
20075,1989,1.0,train,True,478.0,54,0.45,warm_25_50,Obocchama-kun,,"Based on the children's award winning manga by Kobayashi Yoshinori, serialized  in Shogakukan's CoroCoro Comic.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20075.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20075.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20075.jpg,,,,,True,True,False,False
20083,1986,4.0,train,True,306.0,64,0.2432432432432432,cold_0_25,Doteraman,,"In a small town of Tokyo there lives a middle-aged man, Suzuki, who spends commonplace days conducting a small business. He is ambitious to become such a celebrity as to appear on the cover page of a popular magazine. <br><br>
One day he happens to discover a mysterious entrance that leads to an alien space. Through it he reaches the world of goblins and attaches control devices to goblins there to make them act at his free command. Capitalizing on those zombies, he grows outrageous and notoriously sets his hand to evil things. Meanwhile two witty pupils, Hajime and his girl friend Mariko, come across a strange alien detective who presents them with Doteraman garments. Wearing those garments, they transform themselves into Doteraman and Doterapink with supernatural strength. Then they challenge the wicked ruler and successfully liberate the poor goblins. They continue to fight in the cause of justice creating excitement and entertainment full of pleasure.<br><br>
(Source: AniDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20083.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20083.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20083.jpg,,,,,True,True,False,False
20095,1990,3.0,train,True,191.0,47,0.1590909090909091,cold_0_25,Furiten-kun (1990),,Continuation of the everyday life adventures of the avid mahjong player Furiten-kun.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20095.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20095.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20095.jpg,,,,,True,True,False,False
20117,1987,2.0,train,True,169.0,43,0.2142857142857142,cold_0_25,Kotowaza House,,"A public service proverb-of-the-week anime.<br><br>
Peter the salary man lives a very unhealthy lifestyle, starving then bingeing until he feels seek, or slobbing around the house until badgered into taking up exercise, during which he invariably pulls a muscle.
<br><br>
(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20117.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20117.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20117.jpg,,,,,True,True,False,False
20127,1989,4.0,train,True,333.0,43,0.3405797101449275,warm_25_50,Kariage-kun,,"Based on the same name yonkoma manga by Ueda Masashi, serialized in Weekly Manga Action.<br><br>
From putting his head of department to embarrasment by announcing to everyone that he has haemmorrhoids through the PA system in a public park to making a whole district dissapointed by putting a notice that there will be a fireworks display, and apparently the only ""display"" is him holding one small fireworks, Kariage-kun tells the amusing everyday life of, well, Kariage-kun. <br><br>
His typical victim is his head of department, although anyone (or anything) can become a prey to his irony or sarcasm. The story began and ended with no special beginning or endings, but it is arranged chronologically (in the sense that it follows seasonal changes).
<br><br>
(Source: Anime News Network)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx20127-8hKGCMp6cPWV.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx20127-8hKGCMp6cPWV.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx20127-8hKGCMp6cPWV.png,,,,,True,True,False,False
20201,1989,3.0,train,True,156.0,31,0.1538461538461538,cold_0_25,EASY COOKING ANIMATION: Seishun no Shokutaku,,"Something like cooking contests in anime form. Approximately three minutes long per episode, in each story there is an evaluation judgement about preparing home food. The preparation is described as humorously as possible. Funny wordplays are often mentioned several times in a consequence and are particularly salient but are repeated in a merry way. <br><br>
(Source: AniDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20201.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20201.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20201.jpg,,,,,True,True,False,False
20229,1990,3.0,train,True,208.0,50,0.1818181818181818,cold_0_25,Makkuro na Obentou,,"On the 6th of August, 1945, an atomic bomb was dropped on the city of Hiroshima. A young boy, Shigeru, left home for his job as a building excavator that morning, carrying a bento made by his mother, only to never return home again. Before long, his mother managed to find Shigeru's remains, and she noticed the completely black and carbonized bento box next to them. <br><br>
This is an anime adaptation of the original book, ""Makkuro na Obentou (The Charred Lunchbox)"" written by Kodama Tatsuharu and illustrated by Kitajima Shinpei. The bento box that becomes the focus of the story is actually on display in the Hiroshima Peace Memorial Museum.<br><br>
(Source: AniDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20229.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20229.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20229.jpg,,,,,True,True,False,False
20243,1990,2.0,train,True,163.0,56,0.25,cold_0_25,Gatapishi,,Based on the comedy yonkoma manga by Sonoyama Shunji.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20243.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20243.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20243.jpg,,,,,True,True,False,False
20441,1986,3.0,train,True,425.0,61,0.275,warm_25_50,Meitantei Holmes: Mrs. Hudson Hitojichi Jiken no Maki / Dover Kaikyou no Daikuuchuusen no Maki,,The second Meitantei Holmes movie featuring two episodes from the anime series.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20441.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20441.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20441.jpg,,,,,True,True,False,False
20463,1990,1.0,train,True,382.0,55,0.40625,warm_25_50,Honki!,Maji,"Based on the first two volumes of Tachihara Ayumi's 50-part 1986 manga, serialized in Shounen Champion.

A young man who seems to be running lots of errands for his employer (or a Yakuza gang associated with his employer?). Odd errands, too. Meanwhile there's a sweet girl he's been dying to meet.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20463.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20463.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20463.jpg,,,,,True,True,False,False
20821,1990,4.0,train,True,584.0,59,0.5087719298245614,hot_50_75,Chouon Senshi Borgman: LOVER'S RAIN,Sonic Soldier Borgman: Lover's Rain,"The OVA series Sonic Soldier Borgman serves as a sequel to the 1980s television series about an elite squad of bio-enhanced, crime-fighting humans known as Borgmen. Picking up several years after the dissolution of the original Borgman team, this volume reunites the three remaining members--rocket scientist Ryo, his girlfriend Anise, and police officer Chuck Sweager--for the emotionally-driven episode ""Lover`s Rain,"" which finds the trio facing an army of the undead bent on a rampage of murder and destruction.<br>
<br>
(Source: AniDB)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20821.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/20821.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/20821.jpg,,,,,True,True,False,False
21630,1990,1.0,train,True,244.0,43,0.25,cold_0_25,Oji-san Kaizou Kouza,,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21630-nrS7xkHkZiNc.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/21630-nrS7xkHkZiNc.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/21630-nrS7xkHkZiNc.jpg,,,,,False,True,False,False
98450,1989,4.0,train,True,231.0,52,0.2608695652173913,warm_25_50,Komatsu Sakyo Anime Gekijou,Sakyo Komatsu's Animation Theater,A collection of short sci-fi series.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/98450-aKQ9XM6zj1wi.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/98450-aKQ9XM6zj1wi.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/98450-aKQ9XM6zj1wi.jpg,,,,,True,True,False,False
99210,1986,4.0,train,True,216.0,40,0.1891891891891892,cold_0_25,Koro wa Yane no Ue,,"A music video for the song by Taeko Oonuki that was featured on NHK's Minna no Uta program.<br>
<br>
A child dreams about what the neighborhood dog does.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/99210-puRpIEcnTRdo.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/99210-puRpIEcnTRdo.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/99210-puRpIEcnTRdo.jpg,,,,,True,True,False,False
100533,1990,,holdout_unknown,False,327.0,51,,,PULSAR,Pulsar,"Clay (technically gypsum) animation set to a beat with robots, scifi motif, and alligators with human arms. It was broadcasted a year later (1991) by the Japanese TV program Miyake Yuuji no Ebizori Kyoshou Tengoku, ""Ebiten"" for short, which showed works of independent film makers.<br>
<br>
This has the prototype character, Pulta, which was used for Bowda Katsuhi's Robot Pulta anime when he was hired by the NHK.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/100533-YwSZhpkbuQrG.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/100533-YwSZhpkbuQrG.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/100533-YwSZhpkbuQrG.jpg,,7T1llQSMj-o,youtube,https://i.ytimg.com/vi/7T1llQSMj-o/hqdefault.jpg,True,True,False,True
101157,1989,1.0,train,True,219.0,54,0.3,warm_25_50,DATA NO.6,,Music video for Fence of Defence animated by Gainax.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/101157-UZbu2R93EgjG.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/101157-UZbu2R93EgjG.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/101157-UZbu2R93EgjG.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/101157-Ajn9yEmp9zmh.jpg,,,,True,True,True,False
101180,1987,,holdout_unknown,False,486.0,56,,,Little Nemo Pilot (1987),,Alternative pilot made for Little Nemo: Adventures in Slumberland,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b101180-bXY0AmoV7lIG.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b101180-bXY0AmoV7lIG.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b101180-bXY0AmoV7lIG.jpg,,,,,True,True,False,False
101183,1990,3.0,train,True,653.0,54,0.5909090909090909,hot_50_75,Uchuu Senkan Yamato Pilot Film,Space Battle Ship Yamato Pilot Film,"The pilot film to Uchuu Senkan Yamato, created in August 1974 for Yomiuri Television executives. Released to the public 16 years later on the Uchuu Senkan Yamato LD Box Set. This pilot was included on later releases for DVD/BD but they lack certain sounds/audio due to a copyright issue that came about in the time between the LD and DVD/BD releases.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx101183-Efs4rDAFDnQF.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101183-Efs4rDAFDnQF.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx101183-Efs4rDAFDnQF.jpg,,,,,True,True,False,False
101524,1989,4.0,train,True,259.0,36,0.2898550724637681,warm_25_50,Hoshi no Yuuenchi,Hoshi no Yuuenchi,"A kindly teacher demonstrates origami to his elementary class, but when he gives a paper crane to a child, it is stolen from him by Takeshi, the class bully. Takeshi discovers that the crane is really a talking spaceship that takes him and his friends to visit a fairground in the stars.
<br><br>
A girl falls through a hole into Space Hell, and the children cooperate to rescue her. Takeshi wakes up, wondering if it was all a dream. The next day, he returns the magic crane to its rightful owner. This tale is from Rainbow Across the Pacific's Daisuke Ikeda, the leader of the buddhist Soka Gakkai organization which is commonly considered a cult as it is a part of the shinshuukyou religious movement.
<br><br>
(Source: Anime Encyclopedia)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/101524-LiN1h9QQ8dMa.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/101524-LiN1h9QQ8dMa.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/101524-LiN1h9QQ8dMa.jpg,,,,,True,True,False,False
102515,1990,,holdout_unknown,False,286.0,42,,,Tarzan,,Short Animation by Furukawa Taku,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102515-jooOCkWjy8S3.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102515-jooOCkWjy8S3.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/102515-jooOCkWjy8S3.png,,,,,True,True,False,False
102516,1987,,holdout_unknown,False,237.0,32,,,Direct Animation,,A McLaren-inspired direct animation experimental short film by Taku Furukawa.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102516-l2hm89uHh8r4.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102516-l2hm89uHh8r4.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/102516-l2hm89uHh8r4.jpg,,,,,True,True,False,False
102518,1987,,holdout_unknown,False,191.0,33,,,Play Jazz,,Furukawa Taku film,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b102518-ai0OKh2iUWfO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b102518-ai0OKh2iUWfO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b102518-ai0OKh2iUWfO.jpg,,,,,True,True,False,False
102555,1988,,holdout_unknown,False,276.0,48,,,Tang Lang Bu Chan,,"A cicada is resting high on a tree. It is chirping for all it’s worth and drinking in the dew, oblivious of a mantis behind. The mantis, bending over and arching up its front leg, is going to catch the cicada but does not know that there is an oriole beside it. The bird has stretched out its neck, ready to peck at the mantis. Again the oriole is unaware that a weasel is sneaking up to it. The three creatures all covet gains ahead without being aware of an imminent danger behind. 
<br><br>
This short film was produced by Shanghai Animation Film Studio using Chinese ink wash painting technique. It is based on the ancient Chinese fable ""The mantis stalks the cicada, unaware of the oriole behind"".
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b102555-6UaVcoQ85WTS.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b102555-6UaVcoQ85WTS.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b102555-6UaVcoQ85WTS.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/banner/102555-bZZFShWtIvbs.jpg,,,,True,True,True,False
102567,1989,,holdout_unknown,False,418.0,40,,,In Search of Axis,,"Polygon Pictures Inc.'s first animated work
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102567-L90uPlsiYLOE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102567-L90uPlsiYLOE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/102567-L90uPlsiYLOE.jpg,,9ioaSNiiMQ0,youtube,https://i.ytimg.com/vi/9ioaSNiiMQ0/hqdefault.jpg,True,True,False,True
102693,1990,,holdout_unknown,False,257.0,36,,,Venus,,"In the early afternoon, a mother holding her child stands still in the park of a housing project. The kind of sight that is a symbol of beauty and love. Be as that may be, they have no face. The camera is aimed persistently at the spot from which they have vanished as if to find something. A work that began out of the search to understand the relation between the family and the self. (Takashi Ito)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102693-OvdC3FniVifq.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102693-OvdC3FniVifq.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/102693-OvdC3FniVifq.jpg,,,,,True,True,False,False
102774,1988,2.0,train,True,122.0,45,0.125,cold_0_25,Tenkousei wa Uchuujin,,"A music video for the song ""Tenkousei wa Uchuujin"" by BAKUFU-SLUMP. Aired as part of NHK's Minna no Uta program.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b102774-UXFmTTQ1aRNg.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b102774-UXFmTTQ1aRNg.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/b102774-UXFmTTQ1aRNg.png,,,,,True,True,False,False
102910,1986,1.0,train,True,150.0,40,0.1764705882352941,cold_0_25,Butten Monogatari,Butten Monogatari,"An animated telling of famous Buddhist scriptures, the OVA series focuses on the early days of Buddhism surrounding Gautama Buddha/Siddhartha.",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102910-BVpFHWqLJCPZ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102910-BVpFHWqLJCPZ.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/102910-BVpFHWqLJCPZ.jpg,,,,,True,True,False,False
102937,1990,3.0,train,True,170.0,33,0.1363636363636363,cold_0_25,Ganso Banana no Tamashii,,"Short stop-motion music video about a banana that was featured in Minna no Uta program.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102937-GqhST77bhHKb.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/102937-GqhST77bhHKb.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/102937-GqhST77bhHKb.jpg,,,,,True,True,False,False
103336,1989,4.0,train,True,99.0,32,0.144927536231884,cold_0_25,Wonderful World: Ganmen Shintaisou,,A whimsical calisthenics song about how wonderful the world is from grand things like romantic proposals to mundane things like good dental care.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103336-GCy471QRY1AA.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103336-GCy471QRY1AA.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103336-GCy471QRY1AA.jpg,,,,,True,True,False,False
103337,1986,2.0,train,True,187.0,42,0.2325581395348837,cold_0_25,Uchuu no Uta,,A young boy looks upon star constellations.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103337-zG5igmGxWPZN.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103337-zG5igmGxWPZN.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103337-zG5igmGxWPZN.jpg,,,,,True,True,False,False
103376,1986,4.0,train,True,1055.0,58,0.5945945945945946,hot_50_75,Heart Cocktail,,"Chalk-Colored People-creator Seizo Watase's 1983 series of short manga in Comic Morning is adapted into dozens of romantic vignettes, each designed to tell a simple love story in ""no more time than it would take to smoke a cigarette,"" which often means that there is little time for even revealing people's names; many tales simply star ""Me"" and ""Her."" 
<br><br>
Stories include Emblem of My Father, Two in the Beer Garden, Old Hawaii Corner, My Brother's Zippo, and Takeru's Love of Two and a Half Millennia. The tobacco analogy may sound strange in these politically correct times, but it is better than the alternative, remembering that such short manga stories are actually designed to take no longer to read than the average dump.
<br><br>
(Source; Anime Encyclopedia)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103376-bx3pnthhHsSq.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103376-bx3pnthhHsSq.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103376-bx3pnthhHsSq.jpg,,,,,True,True,False,False
103377,1990,1.0,train,True,262.0,49,0.28125,warm_25_50,Kizu darake no Tenshi-tachi,Heartbroken Angels,"Thirty-one stories based on the fourpanel manga strips drawn by Masahiko Kikuni for Young Sunday magazine make up this anime that mixes animation and live action (18 animated stories, 13 live-action stories).
<br><br>
(Source: The Anime Encyclopedia)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103377-Xs1TThmgI7PT.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103377-Xs1TThmgI7PT.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103377-Xs1TThmgI7PT.jpg,,,,,True,True,False,False
103415,1989,3.0,train,True,245.0,39,0.2564102564102564,warm_25_50,Miira no Yume,The Mummy's Dream,"The filmic version of a city in which all surface beauty has rotted away. In order to find images of death like landscapes of the city from which people have vanished, and buildings from which the decorations have been stripped away and the inner organs exposed, I walked all over Tokyo taking photographs, then animated them.
<br><br>
(Source: Takashi Ito)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx103415-YMYUI2dGzF1W.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx103415-YMYUI2dGzF1W.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx103415-YMYUI2dGzF1W.jpg,,,,,True,True,False,False
103460,1990,,holdout_unknown,False,283.0,38,,,Kojin Toshi,Personal City,Short film by Kurosaka Keita.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/bx103460-6WuaKoLafNoF.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx103460-6WuaKoLafNoF.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/bx103460-6WuaKoLafNoF.jpg,,,,,True,True,False,False
103542,1989,1.0,train,True,201.0,44,0.25,cold_0_25,Hikaru GENJI: Paradise Ginga,,"The official music video for Hikaru Genji's single ""Paradise Ginga.""",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103542-opajU410gzrI.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103542-opajU410gzrI.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103542-opajU410gzrI.jpg,,,,,True,True,False,False
103719,1987,,holdout_unknown,False,320.0,43,,,WALL,,"The further developed and completed version of a 15-second advertisement for an interior design firm on which I had worked. It repeats over and over again the violent back-and-forth, half-revolving motions of a giant brick storehouse inside the frame of a hand-held photograph. I wanted to emphasis the flat nature of the photograph while creating a dynamic feeling of depth inside the photograph’s frame.
<br><br>
(Source: Takashi Ito)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103719-gHayPuCIq94r.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103719-gHayPuCIq94r.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103719-gHayPuCIq94r.jpg,,,,,True,True,False,False
103934,1988,,holdout_unknown,False,181.0,47,,,Kenka no Ato wa,,"Music video for the song ""Kenka no Ato wa"" by Shimon Masato featured on the Fuji TV's show ""Hiragana! Ponkikki.""",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103934-HQzDNvaygMql.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103934-HQzDNvaygMql.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103934-HQzDNvaygMql.jpg,,,,,True,True,False,False
103954,1987,3.0,train,True,188.0,36,0.1206896551724138,cold_0_25,Banana Mura ni Ame ga Furu,,Music video featured on NHK's Minna no Uta program,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103954-hvvZNhzOFEGe.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103954-hvvZNhzOFEGe.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103954-hvvZNhzOFEGe.jpg,,,,,True,True,False,False
103979,1987,3.0,train,True,209.0,40,0.1724137931034483,cold_0_25,Shashinki '87,Photodiary 87,"I turned my gaze to the various events in daily life and made this filmic diary in a manner as if confessing my feelings. Of course, since I was making the film, I wanted to depict these feelings and events with tricky techniques. I used various methods to shoot photographs of a relative’s wedding, the landscape I see from window of my house, commemorative travel photographs and the like frame-by-frame.
<br><br>
(Source: Takashi Ito)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103979-1a41Qj1j5VSc.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/103979-1a41Qj1j5VSc.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/103979-1a41Qj1j5VSc.jpg,,,,,True,True,False,False
103980,1986,3.0,train,True,219.0,38,0.15,cold_0_25,Shashinki,Photodiary,"The majority of my 8-mm works were made for the three-minute ""Personal Focus"" film special put on in Fukuoka. This film is an animation of photographs I had taken on a regular basis as a sort of diary, and was made to have a rough feel to it.
<br><br>
(Source: Takashi Ito)",https://s4.anilist.co/file/anilistcdn/media/anime/cover/large/nx103980-IEsUeFgPl0H8.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx103980-IEsUeFgPl0H8.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/nx103980-IEsUeFgPl0H8.jpg,,,,,True,True,False,False
104070,1990,4.0,train,True,334.0,55,0.3157894736842105,warm_25_50,Aries: Shinwa no Seizakyuu,,Based on the shoujo manga by Fuyuki Rurika.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104070-8CoPlEAeIzE2.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104070-8CoPlEAeIzE2.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/104070-8CoPlEAeIzE2.jpg,,,,,True,True,False,False
104084,1988,,holdout_unknown,False,125.0,43,,,Flamingo Waltz,,Various jungle animals come to look at the flamingos dance a waltz.,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104084-0KM2QjNAwOXO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104084-0KM2QjNAwOXO.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/104084-0KM2QjNAwOXO.jpg,,,,,True,True,False,False
104148,1987,1.0,train,True,450.0,62,0.3181818181818182,warm_25_50,Mahou no Princess Minky Momo: Hitomi no Seiza - Minky Momo SONG Special,,"This music video features full versions of 9 songs from the series' OST.<br>
<br>
Song list from cover:<br>
""Love Love Minky Momo""<br>
""Minky Stick Doriminpa""<br>
""Good Looking Tonight""<br>
""Itsuka Ojisamaga......""<br>
""Love Is Window""<br>
""Anatae no Love Song""<br>
""Maho no Komoriuta""<br>
""Swing Swing Chikyuni""<br>
""Hitomi no Seiza""<br>",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104148-2joMogMnrMO7.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104148-2joMogMnrMO7.png,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/104148-2joMogMnrMO7.png,https://s4.anilist.co/file/anilistcdn/media/anime/banner/104148-boY1BLBjpErS.jpg,,,,True,True,True,False
104332,1988,4.0,train,True,118.0,37,0.1666666666666666,cold_0_25,Kotatsu Musume de Teketekete,,"A little girl gets a kotatsu stuck to her.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104332-N3bFbtxZiiIE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104332-N3bFbtxZiiIE.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/104332-N3bFbtxZiiIE.jpg,,,,,True,True,False,False
104350,1989,,holdout_unknown,False,122.0,41,,,Soratobu Penguin,,"Two penguins in love soar with emotions.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104350-d5aF0uwOK8z1.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104350-d5aF0uwOK8z1.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/104350-d5aF0uwOK8z1.jpg,,,,,True,True,False,False
104370,1986,2.0,train,True,148.0,42,0.1395348837209302,cold_0_25,Henna ABC,,"A music video for the song ""Henna ABC"" by Miyuki Ichijou, and NHK Tokyo Children's Choir. Aired as part of NHK's Minna no Uta program.
",https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104370-4Ta8ValRCwbr.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/104370-4Ta8ValRCwbr.jpg,https://s4.anilist.co/file/anilistcdn/media/anime/cover/small/104370-4Ta8ValRCwbr.jpg,,,,,True,True,False,False
